Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
2019,49434,7289,Lucindale Area School,Lucindale,SA,5272,Government,Combined,School Single Entity,Individual Reporting,http://www.las.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,1002,47,31,32,25,12,16,14,13,8.3,177,79,98,176.2,2,3
2019,49435,7276,Meningie Area School,Meningie,SA,5264,Government,Combined,School Single Entity,Individual Reporting,http://www.meningieas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,864,5,65,27,8,1,19,15.9,17,12,172,89,83,170.9,34,6
2019,49436,7315,Allendale East Area School,Allendale East,SA,5291,Government,Combined,School Single Entity,Individual Reporting,http://www.alleastas.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,946,21,52,33,13,3,19,15.6,14,9.3,159,66,93,159,8,1
2019,49437,7406,Brinkworth Primary School,Brinkworth,SA,5464,Government,Primary,School Single Entity,Individual Reporting,http://www.brinkwthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,960,27,43,31,20,6,4,3.1,8,3.5,18,7,11,18,11,0
2019,49438,7401,Cleve Area School,Cleve,SA,5640,Government,Combined,School Single Entity,Individual Reporting,http://www.cleveas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,1007,49,20,42,27,11,29,24.8,17,11.6,299,142,157,296.5,2,1
2019,49439,7489,Cummins Area School,Cummins,SA,5631,Government,Combined,School Single Entity,Individual Reporting,http://www.cumminsas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,1020,55,21,33,31,16,39,32.7,21,14.6,417,212,205,416.2,2,1
2019,49440,7373,Eudunda Area School,Eudunda,SA,5374,Government,Combined,School Single Entity,Individual Reporting,http://www.eudundaas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,939,19,60,22,14,4,18,15.7,12,9,152,75,77,152,4,8
2019,49441,7326,Karoonda Area School,Karoonda,SA,5307,Government,Combined,School Single Entity,Individual Reporting,http://www.kas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,989,40,34,32,27,8,17,14.1,9,6.4,128,56,72,128,3,0
2019,49442,7280,Keith Area School,Keith,SA,5267,Government,Combined,School Single Entity,Individual Reporting,http://www.keithas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,987,40,31,40,24,5,26,23.1,16,10.1,340,177,163,339,4,1
2019,49443,7239,Kangaroo Island Community Education,Kingscote,SA,5223,Government,Combined,School Head Campus,Rolled Reporting,http://www.kice.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,1006,49,24,36,25,15,70,59.7,44,28,651,310,341,647.3,3,4
2019,49444,7324,Lameroo Regional Community School,Lameroo,SA,5302,Government,Combined,School Single Entity,Individual Reporting,http://www.lameroorcs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,997,44,29,35,26,10,20,16.8,14,9.8,172,87,85,168.4,3,11
2019,49445,7337,Loxton Primary School,Loxton,SA,5333,Government,Primary,School Single Entity,Individual Reporting,http://www.loxtonps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,970,31,41,32,20,8,28,22.4,13,10,346,166,180,346,7,2
2019,49446,7449,Central Yorke School,Maitland,SA,5573,Government,Combined,School Head Campus,Rolled Reporting,http://centralyorkeschool.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,895,8,52,29,17,2,29,27,35,22.1,237,115,122,235.7,33,8
2019,49447,7251,Oakbank Area School,Oakbank,SA,5243,Government,Combined,School Single Entity,Individual Reporting,http://www.oakbankas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,988,40,36,36,22,6,29,24.3,14,9.7,312,171,141,296.1,4,5
2019,49448,7295,Penola Primary School,Penola,SA,5277,Government,Primary,School Single Entity,Individual Reporting,http://www.penolaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,976,34,41,30,22,6,14,11,13,8.3,182,93,89,182,4,3
2019,49449,7139,Pinnaroo Primary School,Pinnaroo,SA,5304,Government,Primary,School Single Entity,Individual Reporting,http://www.pinnaroops.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Remote,1009,50,19,36,32,12,8,6.6,5,3,69,31,38,69,4,0
2019,49450,7494,Wudinna Area School,Wudinna,SA,5652,Government,Combined,School Single Entity,Individual Reporting,http://www.wudinnaas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,1002,47,23,36,30,11,21,19.1,12,6.9,210,115,95,208.8,3,0
2019,49451,7230,Yankalilla Area School,Yankalilla,SA,5203,Government,Combined,School Single Entity,Individual Reporting,http://www.yankas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,973,33,42,36,17,5,31,27.3,25,18.1,359,163,196,357.4,6,1
2019,49452,7454,Yorketown Area School,Yorketown,SA,5576,Government,Combined,School Single Entity,Individual Reporting,http://www.yorketnas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,973,33,38,38,19,4,18,16.7,12,9.7,169,76,93,162.5,4,1
2019,49453,6053,Adelaide High School,Adelaide,SA,5000,Government,Secondary,School Single Entity,Individual Reporting,http://www.adelaidehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,1082,80,9,20,32,39,126,114.4,32,28.9,1475,695,780,1474,3,49
2019,49454,7403,Balaklava High School,Balaklava,SA,5461,Government,Secondary,School Single Entity,Individual Reporting,http://www.balakhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,952,23,49,35,14,2,30,27.6,17,13.3,316,160,156,316,5,4
2019,49455,7243,Birdwood High School,Birdwood,SA,5234,Government,Secondary,School Single Entity,Individual Reporting,http://www.birdwoodhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Inner Regional,1001,46,30,36,24,9,35,33.7,10,9.4,404,212,192,401,2,3
2019,49456,17440,Booleroo Centre District School,Booleroo Centre,SA,5482,Government,Combined,School Single Entity,Individual Reporting,http://www.booleroods.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,999,45,29,34,27,10,19,16.2,10,5.9,167,83,84,166.8,2,2
2019,49457,7398,Clare High School,Clare,SA,5453,Government,Secondary,School Single Entity,Individual Reporting,http://www.clarehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Inner Regional,999,45,29,34,26,10,48,42.2,23,16.2,531,257,274,528.5,4,2
2019,49458,7157,Gawler and District College B-12,Evanston,SA,5116,Government,Combined,School Single Entity,Individual Reporting,http://www.gdc.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Major Cities,953,24,50,33,14,3,102,93.4,63,46.7,1257,599,658,1256.6,8,5
2019,49459,7411,Gladstone High School,Gladstone,SA,5473,Government,Secondary,School Single Entity,Individual Reporting,http://www.gladstonehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Outer Regional,953,24,46,33,15,7,18,16.6,10,6.9,142,72,70,140,11,3
2019,49460,16015,Glossop High School,Glossop,SA,5344,Government,Secondary,School Head Campus,Rolled Reporting,http://www.glossophs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Outer Regional,944,20,48,31,16,5,55,52.2,31,25.8,645,297,348,644.6,12,8
2019,49461,7422,Jamestown Community School,Jamestown,SA,5491,Government,Combined,School Single Entity,Individual Reporting,http://www.jamestnr12.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,989,40,34,34,21,11,24,20.4,14,9,228,119,109,227.6,4,0
2019,49462,7439,Kadina Memorial School,Kadina,SA,5554,Government,Combined,School Single Entity,Individual Reporting,http://www.kms.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Outer Regional,964,28,43,33,18,6,86,78.4,64,42.1,1166,544,622,1158.3,7,2
2019,49463,7371,Kapunda High School,Kapunda,SA,5373,Government,Secondary,School Single Entity,Individual Reporting,http://www.kapundahs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Inner Regional,978,35,43,34,18,5,39,35.3,19,12.8,446,200,246,445.6,3,2
2019,49464,7301,Millicent High School,Millicent,SA,5280,Government,Secondary,School Single Entity,Individual Reporting,https://www.millicenths.sa.edu.au/high-school/,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Outer Regional,960,26,46,35,15,4,35,30.6,30,20.6,411,198,213,409,6,0
2019,49465,7452,Minlaton District School,Minlaton,SA,5575,Government,Combined,School Single Entity,Individual Reporting,http://www.minlatonds.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,990,41,29,37,24,10,22,20.2,19,12.8,276,132,144,270.9,5,1
2019,49466,7257,Mount Barker High School,Mount Barker,SA,5251,Government,Secondary,School Single Entity,Individual Reporting,http://www.mtbhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,992,42,34,35,22,9,51,49.6,31,20.8,634,303,331,628,5,4
2019,49467,7310,Mount Gambier High School,Mount Gambier,SA,5290,Government,Secondary,School Single Entity,Individual Reporting,http://www.mghs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,961,27,47,33,15,4,59,54.4,31,25.1,805,405,400,782.2,5,8
2019,49468,7261,Murray Bridge High School,Murray Bridge,SA,5253,Government,Secondary,School Single Entity,Individual Reporting,http://www.murraybridgehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,945,21,50,34,13,3,83,77,42,35.4,1050,523,527,1047.5,11,11
2019,49469,7285,Naracoorte High School,Naracoorte,SA,5271,Government,Secondary,School Single Entity,Individual Reporting,http://www.narahs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Outer Regional,958,26,50,31,15,4,33,27.7,21,14.7,354,168,186,350.8,4,9
2019,49470,6082,Norwood Morialta High School,Magill,SA,5072,Government,Secondary,School Head Campus,Rolled Reporting,http://www.nmhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1057,72,14,28,33,26,105,99,37,31.2,1494,628,866,1493.2,1,37
2019,49471,7363,Nuriootpa High School,Nuriootpa,SA,5355,Government,Secondary,School Single Entity,Individual Reporting,http://www.nurihs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,998,45,30,37,25,8,83,76.4,48,35.8,1087,536,551,1077.1,3,1
2019,49472,7390,Peterborough High School,Peterborough,SA,5422,Government,Secondary,School Single Entity,Individual Reporting,http://www.phs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Outer Regional,882,6,73,23,4,0,13,12.2,8,5.3,64,31,33,60.9,16,0
2019,49473,6090,Port Augusta Secondary School,Port Augusta,SA,5700,Government,Secondary,School Single Entity,Individual Reporting,http://www.pass.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Outer Regional,876,6,56,29,12,3,60,58.6,39,29.1,618,292,326,617.6,43,23
2019,49474,7472,Port Lincoln High School,Port Lincoln,SA,5606,Government,Secondary,School Single Entity,Individual Reporting,http://www.plhs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Remote,945,21,42,34,18,6,62,55.1,41,31,709,341,368,703,17,7
2019,49475,6091,John Pirie Secondary School,Port Pirie,SA,5540,Government,Secondary,School Single Entity,Individual Reporting,http://www.jpss.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Outer Regional,878,6,73,21,5,1,46,44.2,38,28.9,559,276,283,558.2,18,4
2019,49476,6092,Quorn Area School,Quorn,SA,5433,Government,Combined,School Single Entity,Individual Reporting,http://www.quornas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,936,17,40,34,21,5,14,14,7,4.3,112,58,54,111.6,24,1
2019,49477,6100,Renmark High School,Renmark,SA,5341,Government,Secondary,School Single Entity,Individual Reporting,http://www.renmarkhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Outer Regional,937,18,53,29,15,3,36,34.6,21,17.6,504,254,250,504,9,14
2019,49478,7378,Riverton and District High School,Riverton,SA,5412,Government,Secondary,School Single Entity,Individual Reporting,http://www.rdhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Inner Regional,962,28,49,29,16,6,17,14.9,11,6.9,127,60,67,126.6,5,3
2019,49479,6997,Unley High School,Netherby,SA,5062,Government,Secondary,School Single Entity,Individual Reporting,http://www.uhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1081,80,10,21,33,36,96,84.5,32,24.3,1205,571,634,1169.8,1,25
2019,49480,6998,Urrbrae Agricultural High School,Netherby,SA,5062,Government,Secondary,School Single Entity,Individual Reporting,http://www.urrbraehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1069,76,9,27,35,30,73,70.2,34,28.5,1007,505,502,973.3,2,4
2019,49481,7234,Victor Harbor High School,Victor Harbor,SA,5211,Government,Secondary,School Single Entity,Individual Reporting,http://www.vhhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Inner Regional,971,32,43,31,19,7,66,58.8,40,28.6,752,354,398,749.6,7,4
2019,49482,7331,Waikerie High School,Waikerie,SA,5330,Government,Secondary,School Single Entity,Individual Reporting,http://www.waikeriehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Outer Regional,964,28,46,30,17,6,22,20,13,9.9,262,123,139,261.5,6,6
2019,49483,6057,Woodville High School,Woodville,SA,5011,Government,Secondary,School Single Entity,Individual Reporting,http://www.woodvillehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,961,27,44,27,20,9,88,80.3,31,26.1,993,512,481,992.8,12,45
2019,49484,6974,Brighton Secondary School,North Brighton,SA,5048,Government,Secondary,School Single Entity,Individual Reporting,http://www.brightonss.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1066,75,11,26,32,30,120,114.9,34,30.6,1690,866,824,1684.6,2,11
2019,49486,6074,Findon High School,Findon,SA,5023,Government,Secondary,School Single Entity,Individual Reporting,http://www.findonhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,962,28,47,27,19,7,25,23.3,20,14.2,256,111,145,253.4,5,39
2019,49487,6921,Henley High School,Henley Beach,SA,5022,Government,Secondary,School Single Entity,Individual Reporting,http://www.henleyhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,1035,63,18,33,30,19,115,103,43,34.6,1360,630,730,1351.4,4,20
2019,49488,6079,Le Fevre High School,Semaphore South,SA,5019,Government,Secondary,School Single Entity,Individual Reporting,http://www.lefevrehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,969,30,40,32,21,7,51,45.7,14,12.4,539,248,291,536.5,12,15
2019,49489,7012,Marryatville High School,Marryatville,SA,5068,Government,Secondary,School Single Entity,Individual Reporting,http://www.marryatvillehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1104,86,5,16,33,46,102,93,22,21.3,1405,707,698,1401.5,1,32
2019,49490,7463,Whyalla High School,Whyalla,SA,5600,Government,Secondary,School Single Entity,Individual Reporting,http://www.whyallahs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,8-10,Outer Regional,948,22,48,35,14,4,41,40.2,21,16.9,524,250,274,524,12,5
